销售价格,卧室数,浴室数,房屋面积,停车面积,楼层数,房屋评分,建筑面积,地下室面积,2014-建筑年份,建筑年份
1050000,4,3.25,2930,25020,2,9,2930,0,1,2013
285000,3,1.75,1160,7006,1,7,1160,0,22,1992
667500,3,2,1880,3800,1,7,1030,850,87,1927
242000,3,2.25,1690,7292,1,7,1250,440,29,1985
779380,5,2.5,2590,7084,2,8,2590,0,0,2014
837700,5,2.75,3010,12611,2,10,3010,0,20,1994
850000,4,3.25,3090,6744,2,9,3090,0,91,1923
215500,3,2,1380,9000,2,7,1380,0,68,1946
655000,5,2.5,2560,46786,2,8,2560,0,19,1995
556000,4,2.5,2240,5402,2,8,2240,0,9,2005
360500,3,1,970,6180,1,6,970,0,40,1974
460500,3,1,1490,10650,1,7,1150,340,51,1963
610000,3,2.5,2910,12283,2,10,2910,0,21,1993
427500,3,1,1480,4200,1.5,7,1480,0,89,1925
640000,3,3.5,2480,10800,2,8,2480,0,16,1998
399950,3,2.5,1610,1320,2,7,1280,330,7,2007
310000,3,1,1480,7830,1,7,1480,0,62,1952
216650,3,3.5,1540,1427,2,7,1360,180,7,2007
485000,3,2.5,1540,7120,1,7,770,770,76,1938
536751,3,1.75,1930,6360,1,9,1930,0,1,2013
695000,5,2,3160,3990,1.5,7,1870,1290,91,1923
395000,3,2,1470,10125,1,7,1470,0,52,1962
539000,3,2.25,1280,1187,2,8,1080,200,6,2008
455000,4,1.5,1880,11400,1,7,1280,600,59,1955
395000,1,1,730,3000,1,7,730,0,103,1911
555000,3,2.5,2480,8676,2,8,2480,0,25,1989
514500,4,2.5,2990,9614,1,9,1740,1250,38,1976
285000,2,2,1651,18200,1,6,1651,0,68,1946
1125000,5,1.75,1910,5640,2,9,1910,0,108,1906
230000,5,1,1410,9000,1,7,1410,0,47,1967
272000,4,2.5,1870,5692,2,7,1870,0,10,2004
368000,3,2.5,1370,1350,2,7,1010,360,7,2007
354950,4,2.75,2530,7350,1,8,1280,1250,37,1977
569000,4,2.25,2250,41688,2,8,2250,0,34,1980
400000,3,2,1230,11413,1,7,990,240,30,1984
599000,4,2.75,2020,2750,1,8,1010,1010,97,1917
900000,4,2.25,2460,44431,1,9,2460,0,57,1957
325000,5,2.75,2130,6222,1,7,1300,830,23,1991
319000,4,2.5,2020,5100,2,7,2020,0,4,2010
447000,3,2.5,1650,3076,2,7,1650,0,11,2003
950000,4,1.75,2210,19025,1,7,1460,750,62,1952
325000,3,1.75,1010,7171,1,7,1010,0,47,1967
372500,2,1,880,10950,1,7,880,0,70,1944
400000,3,2.25,1450,4706,2,7,1450,0,5,2009
370000,4,2.5,1812,5026,2,8,1812,0,3,2011
975000,5,3,2620,5477,2,10,2620,0,5,2009
465000,5,3,2010,7264,1,7,1290,720,24,1990
705000,3,2.5,1580,1321,2,8,1080,500,0,2014
1225000,4,2.5,2600,11542,1.5,9,2200,400,75,1939
545000,3,2.5,1990,5149,2,8,1990,0,11,2003
360000,3,1.25,2350,6200,1,7,1320,1030,48,1966
952000,3,2.5,2450,4400,2,9,1800,650,92,1922
998500,2,1,1570,4400,1.5,8,1570,0,100,1914
326500,3,1,1060,7920,1,7,1060,0,46,1968
402000,3,2.5,1970,12205,2,8,1970,0,24,1990
215000,3,1,1010,10125,1,7,1010,0,42,1972
500000,3,2.5,2110,208737,2,9,2110,0,37,1977
575000,4,2.75,2730,35075,1,8,1530,1200,35,1979
271675,3,1.75,2140,13068,1,7,1460,680,40,1974
360000,2,1,1420,81892,1,7,1180,240,58,1956
186950,2,2,1390,1302,2,7,1390,0,28,1986
302000,3,2.5,2140,9492,2,8,2140,0,20,1994
309000,3,1,1140,6400,1,7,1140,0,52,1962
219000,3,1,1250,8276,1.5,6,1250,0,75,1939
310000,3,1,1520,6500,1,7,990,530,56,1958
577000,3,2.25,2370,7878,2,8,2370,0,29,1985
400000,3,2.5,2970,23100,1,7,1510,1460,47,1967
150000,2,1,890,8100,1,6,890,0,72,1942
550000,4,1,1660,34848,1,5,930,730,81,1933
995000,2,2,1600,64468,1,7,1600,0,64,1950
1940000,5,3.5,4230,16526,2,10,4230,0,6,2008
665000,3,2,1940,5820,1.5,7,1150,790,70,1944
535000,4,2.5,2750,15099,2,8,2750,0,20,1994
325000,3,1.5,1310,2998,2,7,1310,0,16,1998
600000,4,1.5,1770,6014,1.5,7,1240,530,68,1946
306500,2,1,1390,19988,1,7,1390,0,65,1949
402000,3,1,1200,6825,1,7,1200,0,60,1954
189950,3,1,920,6460,1,6,920,0,45,1969
250000,1,1.5,1180,1688,2,8,1070,110,7,2007
329999,3,2.75,3360,41250,1,7,1820,1540,26,1988
659000,4,2.5,3190,11375,1,8,2210,980,68,1946
406500,2,1,870,5750,1,7,870,0,67,1947
275000,4,2.25,2400,17842,2,7,2400,0,41,1973
502500,5,2.5,2430,6168,2,8,2430,0,7,2007
162248,2,1,800,8960,1,6,800,0,70,1944
290500,4,2.5,1680,3000,2,7,1680,0,11,2003
558000,2,2,1580,5750,1,6,790,790,104,1910
365000,2,1,910,7617,1,6,910,0,78,1936
429950,3,1.75,1830,9758,1,8,1300,530,37,1977
320000,2,1,850,8400,1,6,850,0,73,1941
295000,4,2.5,2290,4539,2,7,2290,0,13,2001
598850,4,2.5,2350,7245,2,8,2350,0,21,1993
723000,4,3.5,3510,9263,2,10,3510,0,13,2001
525000,3,2.25,1290,1182,2,8,1000,290,8,2006
328950,4,1.75,2550,8976,1,7,1300,1250,36,1978
540000,4,3.5,3510,6005,2,8,2750,760,4,2010
495000,2,2,1580,5203,1,8,1580,0,10,2004
415000,3,2.25,1640,5880,1,7,1240,400,37,1977
1000000,3,2.25,2300,15952,1,8,1150,1150,51,1963
695000,2,2.5,2170,7665,1,8,2170,0,1,2013
300523,3,2.5,2370,6840,2,9,2370,0,27,1987
375000,4,2,2270,18450,1,7,2270,0,53,1961
661000,4,1.75,1670,13125,1,8,1670,0,41,1973
350500,2,2.5,1770,4950,1,7,1770,0,11,2003
539500,4,2.25,2280,8550,1,8,1660,620,37,1977
392500,3,1,930,6572,1,7,930,0,62,1952
539000,3,2,2350,209088,1,7,2350,0,21,1993
750000,4,2.5,2980,4930,2,9,2890,90,14,2000
300000,4,3,2200,10800,1,6,2200,0,54,1960
330000,4,2,1820,9450,1,7,1100,720,52,1962
830000,5,3.5,3700,5400,2,9,2890,810,3,2011
600000,7,2.25,3170,36384,2,8,3170,0,45,1969
311000,4,2.5,2090,11645,1,7,1200,890,52,1962
320000,3,1,1630,5000,1,7,930,700,60,1954
874000,4,2.75,2860,6867,1,7,1560,1300,68,1946
784500,4,5,5820,13906,2,11,3750,2070,21,1993
544000,3,1.5,1790,8203,1.5,7,1790,0,104,1910
700000,4,1.75,2340,9100,1,8,1610,730,39,1975
220000,3,1.5,1660,15600,2,7,1660,0,33,1981
550000,4,2.5,2170,9600,1,7,1460,710,34,1980
295832,5,1,1410,6400,1,7,960,450,59,1955
1385000,3,3,2490,3600,2,8,1790,700,103,1911
326000,6,1.5,1930,8400,1,7,1030,900,43,1971
449950,3,2.25,1540,1270,3,7,1540,0,0,2014
216600,3,1.75,2200,7700,1,7,1240,960,39,1975
285000,3,2.5,1870,4060,2,7,1870,0,9,2005
265000,3,1,1620,9450,1.5,7,1620,0,86,1928
250000,3,1.75,1140,10400,1,7,1140,0,31,1983
650000,4,2.5,3700,4500,2,9,3700,0,7,2007
415000,2,2.5,1160,1219,3,8,1160,0,7,2007
250000,3,1,1010,8711,1,6,1010,0,70,1944
770000,3,2.5,2430,54059,2,10,2430,0,27,1987
344000,4,2.5,2100,8501,2,7,2100,0,21,1993
940000,4,2.75,2080,4000,1.5,8,2080,0,102,1912
960000,4,2.25,2410,4560,2,9,1800,610,85,1929
155000,2,1,1010,43056,1.5,5,1010,0,24,1990
257500,3,2.25,1715,6819,2,7,1715,0,19,1995
1395710,4,2.25,3960,8640,2,9,2630,1330,89,1925
237100,3,1.75,1360,9603,1,7,1360,0,51,1963
400000,3,1,1630,10304,1,7,1630,0,61,1953
798500,3,3,1950,1833,3,9,1610,340,5,2009
486000,4,3,2260,7336,2,7,2260,0,37,1977
315000,2,1,840,5087,1,7,840,0,89,1925
610000,4,3.25,5450,37058,1.5,9,5450,0,30,1984
273000,3,2.25,1230,11601,1,7,910,320,22,1992
980000,4,3.25,3720,7150,2,11,3720,0,7,2007
315000,2,1,1010,7338,2,7,1010,0,33,1981
515000,3,2.5,1510,1178,2,8,1060,450,7,2007
599950,5,2.25,2680,13292,1,8,1340,1340,38,1976
575000,5,2.25,3550,7992,2,8,3550,0,46,1968
444950,3,2.5,2020,7800,1,7,1330,690,56,1958
650000,3,2.5,2690,11575,1,8,2130,560,57,1957
227500,3,1,1540,9450,1,7,1540,0,54,1960
280000,3,1.75,1740,8625,1,7,1240,500,36,1978
429900,4,3.25,2880,5929,2.5,8,2880,0,0,2014
320000,3,1.75,2300,41900,1,8,1310,990,75,1939
269000,2,2,1540,5000,1.5,8,1540,0,28,1986
398000,4,2.5,2820,5510,2,9,2820,0,9,2005
224000,1,0.75,840,7203,1.5,6,840,0,65,1949
891000,4,2,2330,5000,1.5,7,1720,610,89,1925
1443920,4,3,3720,5000,2.5,9,2720,1000,109,1905
798000,4,3.25,3500,10260,2,10,3500,0,27,1987
178500,2,1,740,6460,1,6,740,0,61,1953
375000,3,3.25,1280,1730,2,8,1090,190,9,2005
1325000,4,2.25,2870,6280,1.5,9,1980,890,109,1905
902000,3,2.75,3240,7200,1,8,1620,1620,54,1960
469995,4,2.5,2350,3800,2,8,2350,0,0,2014
645000,3,2.5,2120,196995,1,9,2120,0,17,1997
272500,3,1.75,1540,12600,1,7,1160,380,34,1980
260600,2,1,810,4560,1,7,810,0,86,1928
315500,3,1,1160,10500,1,7,1160,0,48,1966
526000,3,1.75,1530,6125,1,7,1120,410,56,1958
400000,4,2,2680,13680,2,7,2350,330,71,1943
315000,2,1,970,18557,1,6,970,0,75,1939
463000,3,1.75,1710,7320,1,7,1710,0,66,1948
3710000,4,3.5,5550,28078,2,12,3350,2200,14,2000
147500,3,1.5,1230,10125,1,7,1230,0,54,1960
380000,3,1.5,1540,8400,1,7,1540,0,46,1968
440000,2,1,1280,12086,1,7,850,430,31,1983
830000,5,3.5,2880,3750,2,8,2270,610,13,2001
1255000,4,2.5,3200,7535,2,9,3200,0,8,2006
498000,3,1.5,1720,6570,1.5,8,1720,0,105,1909
180000,3,1,870,5330,1,6,870,0,45,1969
710500,3,1.75,2040,4125,1.5,8,1540,500,97,1917
875000,4,3,3720,14125,1,9,1930,1790,54,1960
206000,2,1.5,1820,8867,2,7,1820,0,93,1921
571000,3,2.5,2510,5186,2,7,2510,0,13,2001
200000,3,2,1290,5757,1,7,1290,0,20,1994
620000,4,2.5,2450,55387,2,9,2450,0,20,1994
266000,3,2.5,1805,3402,2,7,1805,0,5,2009
150000,3,1,1450,6776,1,7,1450,0,62,1952
1775000,4,3.25,3730,7071,3,11,3730,0,29,1985
660000,3,1.75,2030,9032,2,7,2030,0,51,1963
825000,4,2.5,3220,5262,2,9,3220,0,11,2003
550000,4,1.5,2750,128502,1,7,1500,1250,56,1958
754000,5,1.75,2350,7800,1,8,1510,840,46,1968
675000,4,2.5,2620,6114,2,9,2620,0,3,2011
378000,3,1.5,1000,6914,1,7,1000,0,67,1947
453000,3,3,2330,4284,2,9,1920,410,10,2004
299000,3,2.5,1590,3121,2,7,1590,0,20,1994
500000,2,1.5,1760,12000,1,7,1760,0,50,1964
283000,3,2.25,2130,8800,1,8,1270,860,36,1978
419000,2,2.5,1470,2034,2,8,1470,0,29,1985
655000,3,2,1410,4800,1.5,8,1410,0,87,1927
505000,3,2,1260,5460,1,7,1260,0,42,1972
445434,2,1,1470,7137,1,7,1020,450,73,1941
595000,4,2.5,2030,10722,1,7,1100,930,47,1967
535000,5,2.75,2620,6389,2,9,2620,0,7,2007
386500,3,2.25,2950,8036,1.5,8,1950,1000,51,1963
775000,3,1,2030,4080,1.5,7,1840,190,106,1908
231500,3,2.25,1630,7900,1,7,1130,500,41,1973
525000,4,2.5,2303,16801,2,8,2303,0,19,1995
324500,4,2.5,2110,3825,2,7,2110,0,2,2012
819000,3,2.5,2750,226512,2,9,2750,0,14,2000
399950,3,1,1470,7930,1,7,1070,400,64,1950
675900,3,2.5,2920,9096,2,9,2920,0,1,2013
701000,4,1.5,1840,10080,2,8,1840,0,107,1907
410000,3,2,1400,45738,2,8,1400,0,33,1981
589000,4,2.25,2390,57599,2,8,2390,0,33,1981
665000,6,3,4250,4400,2.5,7,3020,1230,112,1902
810000,4,2.5,3280,25211,2,11,3280,0,29,1985
327000,3,1.5,1320,13200,1,7,1320,0,44,1970
353000,3,2.5,2510,9240,2,8,2510,0,13,2001
1375000,3,1.5,1850,10572,1,8,1850,0,61,1953
460000,3,1.75,1300,4000,1,7,900,400,61,1953
300000,2,1.75,1360,8100,1,7,860,500,39,1975
511000,2,1,1250,5413,1,7,1250,0,91,1923
270000,4,2,1830,5220,1.5,7,1830,0,63,1951
680000,4,2.75,3620,35429,2,10,3620,0,8,2006
436000,3,2.5,1460,1238,2,8,1200,260,6,2008
419000,3,2.5,1970,4058,2,7,1970,0,10,2004
223000,2,1,910,9869,1,6,910,0,57,1957
337000,2,1,1010,4000,1,7,1010,0,67,1947
424500,4,1.5,1830,6985,1,7,1080,750,47,1967
465000,3,1,910,3880,1,7,780,130,72,1942
464000,6,3,2300,3404,2,7,1600,700,94,1920
330000,4,2,1180,7275,1,7,1180,0,49,1965
579000,4,2.75,3220,9825,2,8,3220,0,2,2012
253779,4,2,2030,9600,1.5,6,1430,600,67,1947
324000,3,2,1540,10931,1,7,1540,0,25,1989
424900,4,2.75,2950,49658,1,8,2950,0,54,1960
333500,3,1.75,1320,7200,1,7,1320,0,37,1977
520000,3,1.75,1280,3880,1.5,7,1280,0,98,1916
670000,3,2,2570,10078,1.5,8,2570,0,49,1965
329780,3,2.5,1730,3600,2,8,1730,0,0,2014
314900,4,1.75,2700,27072,1,7,1380,1320,56,1958
870000,4,3,2940,7108,2,9,2220,720,3,2011
385000,3,1.75,1930,14389,1,7,1130,800,51,1963
500000,4,2.5,1900,5001,1,8,1200,700,6,2008
341000,3,2.5,1480,1663,2,9,1180,300,2,2012
420000,1,2,1070,675,2,8,880,190,7,2007
310000,1,1.5,1120,912,3,7,1120,0,3,2011
465000,4,2.5,2090,12833,1,7,1220,870,45,1969
900000,3,1,1560,3825,1.5,8,1390,170,84,1930
413100,3,2.25,1790,231303,1,7,1250,540,34,1980
1940000,4,5.75,7220,223462,2,12,6220,1000,14,2000
595000,3,2.5,1910,3075,2,8,1910,0,13,2001
819900,5,2.75,3150,7119,2,9,3150,0,1,2013
499000,2,1.5,1540,6549,2,7,1540,0,34,1980
835000,4,2,1910,6960,1.5,8,1910,0,73,1941
599000,7,2.5,2580,5750,1,7,1880,700,113,1901
620000,4,2.25,1530,7845,1,7,1030,500,33,1981
218000,3,1,880,18205,1,6,880,0,69,1945
325000,2,1,620,14823,1,6,620,0,88,1926
811000,3,1.75,1870,9897,1,8,1870,0,54,1960
760000,4,2.5,3330,7399,2,9,3330,0,5,2009
219900,3,1,860,10426,1,6,860,0,60,1954
245000,4,2.5,1700,4268,2,7,1700,0,14,2000
349900,4,2.5,2290,8796,2,8,2290,0,20,1994
325000,3,2,1670,17071,1,7,1100,570,26,1988
429000,5,2.5,2340,4500,2,7,2340,0,5,2009
255000,3,1,1710,12000,1,7,1710,0,42,1972
420000,4,2.5,3040,24123,2,8,3040,0,15,1999
1050000,3,1.75,2650,5512,2,9,2250,400,30,1984
320000,3,2.5,2280,7417,2,8,2280,0,16,1998
597000,4,2.5,2370,41338,2,8,2370,0,19,1995
455000,3,2.25,1790,7500,1,7,1390,400,41,1973
214000,3,2.5,1600,2231,2,7,1600,0,11,2003
201000,3,1,1220,22443,1,7,1220,0,42,1972
630000,4,2,2670,3240,1.5,9,1780,890,84,1930
240000,2,1,590,8717,1,6,590,0,61,1953
303000,3,2.5,1560,4100,2,7,1560,0,29,1985
305950,4,2.5,2007,4968,2,9,2007,0,5,2009
269900,3,1.5,1420,22100,1,7,1420,0,57,1957
610000,4,2.5,2410,15899,2,9,2410,0,24,1990
292500,4,2.5,2250,4495,2,7,2250,0,6,2008
970000,3,2.25,3060,9950,1.5,9,1810,1250,84,1930
677000,4,2,2180,6000,1.5,8,2060,120,87,1927
350000,5,1.75,1380,7620,1,7,1180,200,59,1955
425000,4,2.5,1950,5000,2,8,1950,0,2,2012
589000,4,2.5,2910,5776,2,8,2910,0,16,1998
549000,3,2.5,2250,9235,2,8,2250,0,29,1985
479000,4,2.5,2050,6705,1,7,1230,820,41,1973
215000,2,2.25,1610,2040,2,7,1610,0,35,1979
938000,4,2.5,2410,9886,1,8,1990,420,39,1975
475000,2,1,820,2723,1,7,820,0,93,1921
410000,3,2.5,2350,4456,2,7,2350,0,10,2004
434400,5,1.75,1960,7875,1,7,1960,0,46,1968
239000,2,2,1470,2052,1.5,7,1470,0,28,1986
425000,3,2.5,1800,14036,2,8,1800,0,21,1993
425000,4,2,1490,5300,1,7,1110,380,37,1977
462500,3,2.5,1656,108900,1,7,1656,0,29,1985
2700000,5,2.75,3831,13800,2,9,3831,0,55,1959
421000,2,1.5,1400,11245,1,7,1400,0,67,1947
760000,3,2,1810,4500,1,7,980,830,108,1906
209000,2,1,840,5265,1,6,840,0,45,1969
377000,4,2,1640,5014,1,7,930,710,32,1982
212000,3,1.75,1100,9750,1,6,1100,0,47,1967
258950,3,1.75,1440,8050,1,8,1440,0,29,1985
395000,2,1.75,1210,1161,2,8,1210,0,0,2014
232500,3,1,1320,8450,1,6,880,440,53,1961
549950,3,2.5,2680,5860,2,8,2680,0,13,2001
158550,5,1.5,1710,8100,1.5,7,1710,0,53,1961
697000,4,2.5,3160,6961,2,8,3160,0,9,2005
487600,4,2.5,2340,12080,2,8,2340,0,15,1999
910000,3,3.5,2480,3200,2,10,2480,0,4,2010
381156,2,1,1320,3090,1,7,1320,0,106,1908
243000,2,1,1770,5522,1.5,7,960,810,71,1943
339000,3,2.5,1450,3748,2,7,1450,0,10,2004
339000,3,1.5,1740,21980,1,7,1740,0,41,1973
252000,4,1.5,1550,19800,1,7,1050,500,45,1969
335000,5,2.5,2400,4548,2,7,2400,0,11,2003
490500,3,2,3000,21883,2,7,1970,1030,16,1998
354901,3,2.5,1490,1709,3,8,1490,0,10,2004
776000,2,2,1990,6180,1,7,1010,980,73,1941
1100000,3,2,2390,6888,2,8,2390,0,75,1939
289000,2,1,780,4132,1,7,780,0,72,1942
800000,4,2.5,2900,18303,2,10,2900,0,20,1994
667750,4,1,1430,4080,1.5,7,1430,0,90,1924
411000,4,1.75,2250,292288,1,7,2250,0,51,1963
942500,4,3.25,3570,14408,2,10,3570,0,8,2006
208000,3,2,1250,7995,1,7,1250,0,34,1980
325088,4,1,1400,6739,1,7,1000,400,60,1954
604000,6,3.5,2580,13572,1,8,1290,1290,27,1987
499100,3,1.5,1620,5108,1,7,1620,0,60,1954
362000,3,2.5,2310,7485,2,8,2310,0,28,1986
368500,5,1.75,2810,9360,1,7,1520,1290,49,1965
605000,5,1.75,3240,34510,2,7,2690,550,51,1963
630000,4,1.75,1930,10210,1.5,8,1670,260,73,1941
249000,3,1.75,2120,18335,1,7,1380,740,53,1961
535000,3,2.5,2110,8164,2,9,2110,0,24,1990
330000,3,2.25,1620,7150,1,7,1280,340,64,1950
359000,4,1.5,1890,6052,1,7,1890,0,59,1955
645000,3,1.75,2070,5500,1,7,1130,940,68,1946
465000,4,2.25,2340,13383,1,8,1170,1170,31,1983
291500,4,2.5,1770,5000,2,7,1770,0,10,2004
459000,4,1.75,2260,9703,1,8,1660,600,36,1978
750000,4,3.25,2050,5000,2,8,1370,680,27,1987
738000,4,2.5,2830,5010,2,9,2170,660,14,2000
465000,3,2.5,2050,15035,2,9,2050,0,8,2006
365000,4,1.75,3080,32997,1.5,7,3080,0,64,1950
510000,3,2.75,1950,12630,1,8,1230,720,45,1969
505000,3,2.25,1670,1596,2,8,1220,450,12,2002
267500,5,3.5,2390,6600,2,7,2390,0,37,1977
560000,4,2.5,1790,9787,1,8,1240,550,31,1983
585000,3,1.75,1850,7735,1,8,1850,0,31,1983
280000,3,2.5,1580,7000,2,8,1580,0,22,1992
334200,3,1.75,1410,45302,1,7,1410,0,34,1980
3400000,4,4,4260,11765,2,11,3280,980,75,1939
238000,3,2.5,1650,2807,2,7,1650,0,10,2004
985000,4,2.25,4230,37769,2,11,4230,0,25,1989
301000,3,1.5,1030,8414,1,7,1030,0,47,1967
342000,4,1,1390,9023,1.5,7,1390,0,59,1955
690000,3,1.75,2330,16300,2,9,2330,0,50,1964
300000,3,2.5,1830,12750,2,7,1830,0,23,1991
256000,3,2.5,1480,7200,2,7,1480,0,19,1995
270000,3,2,1560,8853,1,7,1560,0,47,1967
689000,4,2.5,2110,6069,2,9,2110,0,15,1999
130000,2,1,780,5300,1,6,780,0,73,1941
515000,2,1.75,950,15219,1,8,950,0,5,2009
550000,3,2,1490,3880,1,7,1490,0,55,1959
749950,3,2.5,2770,10773,2,9,2770,0,22,1992
325000,3,1,950,4500,1,6,950,0,71,1943
520000,2,1.75,1340,1368,2,7,1060,280,8,2006
165000,4,1,1000,7134,1,6,1000,0,71,1943
410500,3,1,1150,6800,1,7,1150,0,60,1954
450000,3,2.25,2080,111513,1.5,8,1680,400,37,1977
479950,2,2.25,1360,1336,3,8,1360,0,6,2008
450000,3,1,1290,5440,1,6,790,500,85,1929
415000,4,2.5,2210,213008,1,7,1210,1000,39,1975
500000,4,2.25,2270,8196,1,7,1150,1120,51,1963
715000,4,1.75,3420,7200,1,8,1770,1650,67,1947
289950,4,2.25,2190,6906,1,7,1040,1150,37,1977
342500,3,2.5,1810,5192,2,8,1810,0,21,1993
410000,3,2.25,2280,200811,1,7,2280,0,36,1978
440000,3,2,1650,6408,2,8,1650,0,37,1977
249000,4,1.75,1630,8410,1.5,7,1630,0,71,1943
472000,3,2.5,1860,415126,2,7,1860,0,8,2006
235000,4,1.5,2070,7245,1,7,1060,1010,50,1964
774900,5,1,1750,3861,1.5,7,1750,0,111,1903
452000,3,1.75,1880,16239,1,7,880,1000,92,1922
339000,4,1.5,2390,7480,1.5,7,2390,0,94,1920
395000,2,1,1200,6014,1,6,600,600,65,1949
633000,4,2.5,2020,8044,2,8,2020,0,24,1990
267500,3,1,1090,22080,1,7,1090,0,47,1967
392500,2,1,1050,4125,1,7,1050,0,105,1909
889000,4,3.5,3920,9555,2,9,3920,0,10,2004
720000,3,2.5,2820,14250,2,11,2820,0,23,1991
415000,4,2.5,2400,7292,1,8,1530,870,34,1980
260000,3,1.75,1750,11180,1,8,1750,0,46,1968
690000,2,1.75,1600,4000,1,7,850,750,96,1918
740000,4,1.75,2010,3600,1.5,7,2010,0,112,1902
255000,2,1,940,9330,1,6,940,0,73,1941
500000,3,2.25,1420,983,3,8,1420,0,8,2006
535900,3,2.25,1880,10880,1,8,1480,400,39,1975
275000,1,1,520,4800,1,5,520,0,84,1930
1305000,4,3.5,3440,5000,2,11,2560,880,8,2006
575000,8,3,3840,15990,1,7,2530,1310,53,1961
749000,4,1.5,2130,5000,2,8,2130,0,94,1920
395000,3,1,1500,4000,1,6,900,600,89,1925
1190000,3,2,2160,15788,1,8,2160,0,63,1951
218000,3,1,1140,7560,1,6,1140,0,56,1958
288000,3,2.5,1370,9253,1,7,1090,280,20,1994
339950,2,1,800,3090,1,6,800,0,89,1925
561000,3,2.5,2120,5277,2,7,2120,0,9,2005
220000,5,2.5,1760,10200,1.5,6,1760,0,89,1925
250000,4,1.5,2500,6300,1,7,1500,1000,53,1961
425000,3,2.75,1360,542322,1,7,1140,220,59,1955
878000,4,2.5,3810,7728,2,9,3810,0,7,2007
234900,3,1,1250,8000,1,7,1250,0,58,1956
240000,2,1.5,1078,1263,2,7,1078,0,24,1990
366500,4,2.75,2070,9300,1,7,1120,950,69,1945
229900,3,1,1440,11925,1,7,1440,0,46,1968
739000,6,4.5,4000,7500,2,7,4000,0,36,1978
476500,3,1,1060,8625,2,7,1060,0,52,1962
555000,4,2.75,2170,7140,1,8,1290,880,37,1977
743700,4,2.5,2610,33206,2,10,2610,0,26,1988
650000,3,2.5,2180,37042,2,9,2180,0,16,1998
290000,2,1,850,6800,1,7,850,0,66,1948
352000,3,2.5,2090,3002,2,7,1670,420,9,2005
234999,3,1,1330,8912,1,6,1330,0,66,1948
570000,2,1.75,2870,102366,2,8,1770,1100,20,1994
1260000,3,3.5,3220,3960,2,10,2760,460,23,1991
218000,4,1,1620,17500,1,7,1620,0,52,1962
459000,2,2.25,1010,1107,2,8,710,300,8,2006
550000,4,2.25,1650,7200,1,8,1650,0,47,1967
465000,3,2.5,1450,5175,1,8,1030,420,19,1995
419950,2,1.75,1350,4003,1,8,1350,0,10,2004
610000,4,3.5,2910,5260,2,9,2910,0,2,2012
333000,4,2,2750,9001,1,8,2750,0,6,2008
263500,3,1.75,1610,14000,1,7,1050,560,37,1977
425000,3,2,1540,8011,1,7,1540,0,26,1988
419000,7,3.25,4340,8521,2,7,2550,1790,28,1986
749000,3,2.5,3380,7126,2,8,3380,0,49,1965
265000,3,2.5,1340,10290,1,7,1140,200,33,1981
575000,4,2.5,2890,9775,2,8,2890,0,10,2004
509007,3,1.75,1800,7620,1,8,1350,450,63,1951
525000,4,2.75,2530,17856,2,8,2530,0,16,1998
480000,4,3.5,3370,435600,2,9,3370,0,9,2005
550000,3,2.5,3070,14400,1,9,1720,1350,29,1985
316000,3,2.25,1900,7479,2,7,1900,0,22,1992
250000,3,1.75,1160,6134,1,7,1160,0,16,1998
360000,3,1.75,1020,7020,1.5,7,1020,0,61,1953
244000,3,1,2000,15900,1,6,1000,1000,66,1948
290000,3,1,960,9000,1,7,960,0,59,1955
462608,3,2.5,2010,2778,2,8,1390,620,0,2014
441000,4,1.5,1100,3300,1,7,1100,0,95,1919
437000,5,2,2190,8316,1,7,1390,800,53,1961
270000,3,1,1500,13500,1,7,1500,0,46,1968
1495000,4,3.75,3770,4000,2.5,9,2890,880,98,1916
700000,4,1,1300,1651359,1,6,1300,0,94,1920
465000,5,2.25,3020,10010,1,7,1510,1510,55,1959
264000,4,1.75,1820,8118,1,7,1080,740,34,1980
775000,4,2.5,2580,5787,2,9,2580,0,7,2007
189000,3,1,1380,7282,1.5,6,1380,0,99,1915
361500,4,2.75,2190,6740,2,7,2190,0,19,1995
374950,4,2.5,2790,4650,2,8,2790,0,10,2004
1550000,4,4,5280,17677,2,11,3220,2060,36,1978
880000,4,2.5,3030,3841,3,9,3030,0,9,2005
489950,4,2.25,2640,31941,1,9,2640,0,28,1986
737500,3,1.75,2320,10900,2,7,2320,0,79,1935
415000,3,1,1360,73616,1,7,1360,0,43,1971
229000,2,1,1190,7408,1,6,830,360,73,1941
310000,3,1,1210,7649,1,7,1210,0,58,1956
299950,3,2.5,1870,7942,2,7,1870,0,24,1990
765000,5,3,2870,5700,1,7,1950,920,50,1964
1328000,5,3,3340,10796,1,9,2120,1220,50,1964
430000,4,3,3220,8936,2,9,2450,770,24,1990
364000,4,1,1020,11383,1.5,6,1020,0,67,1947
815000,4,1.75,1820,4500,1.5,8,1820,0,93,1921
476000,2,2.25,1140,1332,3,8,1140,0,15,1999
457500,2,1,840,5000,1,7,840,0,106,1908
945800,4,2.75,3360,9100,1,8,1760,1600,41,1973
539950,3,2.5,1330,2183,3,8,1330,0,0,2014
585000,3,2.5,1700,1156,2,9,1320,380,12,2002
294900,3,2.25,1500,8100,1,7,1210,290,46,1968
339000,4,2.5,1830,8601,2,7,1830,0,11,2003
390000,2,1,1800,119790,1,7,1200,600,67,1947
